customerid,firstpurchasedate,lastpurchasedate,totalpurchases,totalrevenue,referralsource,churnindicator,discountsused,productcategory,responsetolastcampaign,feedbackscore,preferredpaymentmethod,supportticketsraised,hasloyaltycard,frequency
23903,2020-04-07,2023-03-29,15,7685,Social media promotions,0,1,V82,ignored,5.0,debit card,0,no,1
15074,2020-07-18,2021-06-10,16,7495,Traditional media outreach,0,2,O69,purchased,1.2400335843743302,cash,1,yes,10
49346,2021-07-25,2022-09-03,6,4720,Social media promotions,1,2,L00,ignored,1.7973753747701804,debit card,0,yes,1
35423,2019-05-22,2019-09-28,29,6721,Word of mouth,1,0,I52,ignored,4.774198659529187,credit card,0,no,7
48426,2019-12-28,2022-06-05,27,4955,Social media promotions,0,3,Z98,ignored,4.296312138447044,debit card,0,no,18
18762,2019-07-22,2022-09-06,8,9339,Traditional media outreach,1,6,U72,purchased,5.0,cash,0,no,2
11978,2020-08-21,2021-03-15,19,9832,Online advertisements,0,0,M85,ignored,5.0,debit card,0,no,15
39915,2020-08-18,2021-03-02,13,5786,In-store promotions,0,0,K50,opened mail,4.562511416104766,cash,0,no,12
8792,2019-06-19,2020-12-07,22,9163,In-store promotions,1,6,S62,opened mail,4.60059838227167,cash,0,no,10
29267,2019-12-23,2021-04-05,16,11254,Online advertisements,1,6,N78,ignored,4.574454638290796,debit card,0,no,1
11429,2019-07-24,2022-01-21,15,12037,Word of mouth,0,6,C02,ignored,5.0,credit card,0,no,2
23303,2019-07-12,2019-07-14,29,9241,Influencer endorsements,0,1,Z45,ignored,4.670265344713785,apple pay,0,no,29
46569,2019-08-23,2019-12-05,16,8267,Online advertisements,1,0,H95,ignored,5.0,debit card,0,no,8
14118,2019-09-30,2023-03-25,15,8193,Influencer endorsements,0,0,X07,opened mail,4.438457280541414,sezzle,0,no,8
9903,2021-04-27,2023-06-03,13,11773,Social media promotions,1,4,R88,ignored,5.0,debit card,0,no,11
37819,2021-09-22,2022-05-03,16,6913,Social media promotions,0,6,O88,ignored,4.023226713461118,debit card,0,no,9
9082,2020-09-08,2023-08-12,26,8203,Influencer endorsements,0,6,L53,opened mail,4.251314917958755,afterpay,0,no,17
30083,2022-01-22,2023-04-11,21,6727,Social media promotions,1,2,D89,ignored,5.0,debit card,0,no,7
48228,2020-12-31,2021-06-28,29,6565,Social media promotions,1,2,P27,ignored,5.0,debit card,0,no,3
21906,2020-02-09,2022-09-06,29,7708,Online advertisements,1,3,C83,ignored,4.275676997675948,debit card,0,no,16
11810,2019-05-17,2022-10-12,15,10852,Online advertisements,1,2,N77,ignored,3.988476272794678,debit card,0,no,7
35779,2021-11-01,2023-04-09,24,12467,Email campaigns,1,5,M77,ignored,4.270229173207574,debit card,0,no,1
34641,2019-03-03,2022-03-28,26,12042,In-store promotions,1,3,R16,opened mail,4.663705819795771,cash,0,no,14
36833,2020-05-26,2022-10-02,24,10804,Online advertisements,1,6,A71,ignored,5.0,debit card,0,no,17
19710,2021-04-02,2021-10-06,7,5392,Email campaigns,0,4,G50,ignored,5.0,debit card,0,no,6
43852,2020-04-11,2021-04-11,13,9824,Influencer endorsements,0,2,Y58,ignored,1.9844814831383133,paypal,0,yes,11
35864,2021-08-10,2023-02-24,5,8781,Online advertisements,0,4,Z36,ignored,4.291837523460465,credit card,0,no,3
42793,2019-08-15,2022-07-11,26,7574,Online advertisements,1,2,I17,ignored,4.848075616375583,credit card,0,no,9
36230,2020-11-22,2022-01-24,17,9182,Event sponsorships,1,2,B05,opened mail,4.997571380366535,cash,0,no,6
23853,2021-07-04,2022-10-30,16,9960,Influencer endorsements,1,4,V78,ignored,4.588554088720744,apple pay,0,no,3
28571,2022-02-19,2022-06-08,11,11860,Influencer endorsements,0,0,S03,ignored,5.0,debit card,0,no,7
18226,2021-02-05,2022-01-30,26,7478,Influencer endorsements,1,0,W27,ignored,4.673531259899156,debit card,0,no,18
21734,2020-04-01,2022-12-10,17,7383,Word of mouth,1,0,F03,ignored,5.0,credit card,0,no,17
15500,2020-08-28,2022-02-01,17,11659,Influencer endorsements,0,5,S74,ignored,5.0,debit card,0,no,7
43463,2022-01-29,2023-07-26,21,10454,Email campaigns,1,0,J49,ignored,5.0,debit card,0,no,3
23525,2019-07-24,2021-07-26,27,6923,Influencer endorsements,0,2,C65,ignored,5.0,debit card,0,no,1
38423,2021-03-28,2022-12-10,19,8981,Online advertisements,0,6,P52,ignored,5.0,debit card,0,no,17
12442,2019-07-26,2023-01-07,30,10009,Word of mouth,1,1,G67,ignored,5.0,credit card,0,no,24
46894,2020-11-27,2022-11-29,23,6401,Online advertisements,1,4,Q59,ignored,4.421654006821838,credit card,0,no,17
39259,2020-05-01,2022-02-26,15,5787,Traditional media outreach,1,6,Z84,purchased,4.339076341803913,cash,0,no,11
12916,2020-01-19,2021-09-19,25,10952,Social media promotions,0,1,J94,ignored,1.6035105414260138,debit card,0,yes,10
41834,2020-12-02,2023-08-19,27,5430,Social media promotions,0,6,G68,ignored,5.0,debit card,0,no,8
32991,2020-06-11,2022-07-03,29,5620,Word of mouth,0,5,V24,ignored,5.0,credit card,0,no,17
41482,2020-03-12,2020-10-15,4,10435,Word of mouth,1,1,E38,ignored,4.5202887308715045,credit card,0,no,3
33966,2019-12-30,2021-11-27,15,10923,Influencer endorsements,1,3,C23,ignored,5.0,apple pay,0,no,8
48723,2020-01-26,2022-02-24,29,12474,Email campaigns,1,0,R01,ignored,5.0,debit card,0,no,26
6483,2021-02-23,2021-08-10,21,5234,Email campaigns,1,5,N24,ignored,5.0,debit card,0,no,2
7351,2019-02-09,2019-08-30,11,6124,Online advertisements,0,6,L85,ignored,5.0,credit card,0,no,7
20122,2019-10-06,2019-11-18,26,10998,Influencer endorsements,0,2,K73,opened mail,5.0,google pay,0,no,26
36512,2023-05-26,2023-08-03,28,6813,Word of mouth,0,0,A92,ignored,4.851377205286058,credit card,0,no,28
10121,2020-03-06,2022-04-18,16,10393,Online advertisements,0,0,N32,ignored,4.23543997972608,credit card,0,no,7
29543,2019-05-12,2023-01-21,28,8898,Social media promotions,1,1,B74,ignored,5.0,debit card,0,no,25
9029,2020-10-03,2022-04-10,22,6505,Online advertisements,1,3,A19,ignored,4.855881309462941,debit card,0,no,9
17635,2019-05-01,2020-05-05,28,6968,Online advertisements,1,0,M96,ignored,1.4087259282762647,credit card,0,yes,18
25940,2022-06-13,2023-07-04,17,4609,Influencer endorsements,0,6,F58,ignored,5.0,debit card,0,no,9
13279,2021-05-26,2022-06-23,24,9311,Influencer endorsements,0,6,X42,ignored,5.0,paypal,0,no,1
49620,2021-11-29,2022-04-06,24,6620,In-store promotions,1,4,Z90,opened mail,5.0,cash,0,no,11
40250,2020-10-19,2022-02-01,12,4633,Social media promotions,1,4,R51,ignored,4.258964832900204,debit card,0,no,1
40705,2020-02-14,2020-12-17,29,5192,Word of mouth,0,0,Z01,ignored,5.0,credit card,0,no,4
27914,2020-04-25,2022-12-16,25,7510,Online advertisements,1,1,K49,ignored,4.196054351454702,credit card,0,no,17
31197,2019-11-20,2021-05-18,22,6566,Traditional media outreach,0,1,N16,purchased,1.907862087173498,eft,1,yes,7
37572,2022-03-09,2022-07-09,16,9593,Influencer endorsements,0,2,R45,ignored,5.0,debit card,0,no,8
14288,2021-04-24,2022-06-16,9,5614,Influencer endorsements,0,5,P57,ignored,3.051897241185131,apple pay,0,yes,3
15873,2022-10-03,2022-12-29,19,8819,Word of mouth,1,5,Y55,ignored,2.593603355672205,credit card,0,yes,19
26432,2022-02-27,2023-08-27,19,11714,Email campaigns,1,5,B42,ignored,5.0,debit card,0,no,12
34893,2020-04-29,2022-12-16,19,4612,Word of mouth,0,3,T98,ignored,1.39054764672446,credit card,0,yes,2
19935,2019-09-19,2021-09-19,22,6058,Influencer endorsements,1,1,Q60,ignored,5.0,debit card,0,no,6
16905,2020-09-15,2023-02-18,11,9424,Event sponsorships,0,2,E57,opened mail,5.0,cash,0,no,9
8833,2021-06-01,2023-02-12,23,10317,Traditional media outreach,0,4,H64,purchased,5.0,cash,1,no,7
42360,2021-04-22,2022-10-23,21,9541,Influencer endorsements,0,6,H39,ignored,2.1204109097164556,debit card,0,yes,14
20974,2021-10-09,2022-12-03,29,6194,Social media promotions,0,5,C78,ignored,5.0,debit card,0,no,4
33394,2020-03-25,2023-03-01,33,10388,Traditional media outreach,1,4,T58,purchased,4.363833307840143,cash,0,no,19
38369,2019-05-17,2021-01-29,19,9978,Influencer endorsements,0,4,D44,ignored,5.0,paypal,0,no,11
29108,2021-01-29,2023-04-11,16,9951,Word of mouth,0,0,X09,ignored,4.430819688158644,credit card,0,no,2
10823,2020-05-02,2020-08-19,9,8245,Social media promotions,1,3,U99,ignored,4.503310030880949,debit card,0,no,6
41107,2021-07-03,2022-09-10,13,11306,Online advertisements,0,2,U78,ignored,5.0,credit card,0,no,11
24998,2023-05-06,2023-05-11,15,4778,Social media promotions,0,3,V77,ignored,4.392113390457518,debit card,0,no,15
40938,2021-11-25,2022-06-04,14,7693,Social media promotions,1,0,A32,ignored,1.3306131093612334,debit card,0,yes,3
25352,2019-07-03,2020-10-25,21,7729,Influencer endorsements,1,2,N50,ignored,4.826878820259627,debit card,0,no,11
42359,2021-03-03,2023-08-08,26,9208,Online advertisements,1,2,M54,ignored,5.0,debit card,0,no,21
26501,2021-02-28,2021-03-23,14,12337,Word of mouth,0,1,T92,ignored,4.232765964293353,credit card,0,no,14
21248,2021-10-03,2023-08-03,30,4624,Email campaigns,1,3,G47,ignored,4.314671822711309,debit card,0,no,2
33252,2021-03-07,2022-01-20,25,5137,In-store promotions,1,3,L80,opened mail,2.8251163709100884,cash,0,yes,6
44800,2019-06-02,2021-11-01,26,4635,Influencer endorsements,0,1,S66,ignored,5.0,paypal,0,no,8
13059,2019-11-09,2023-04-22,18,5111,Online advertisements,0,4,C91,ignored,5.0,debit card,0,no,14
7374,2022-12-21,2022-12-29,19,10388,Event sponsorships,0,0,V89,opened mail,4.448350107040861,cash,0,no,19
12671,2019-08-29,2022-10-05,18,6288,Event sponsorships,0,3,E11,opened mail,4.187071615200571,cash,0,no,16
14908,2019-04-20,2023-08-26,20,11573,Online advertisements,0,1,G10,ignored,2.179914196610698,credit card,0,yes,2
26391,2020-09-24,2021-08-25,9,5659,Word of mouth,1,6,G61,ignored,4.424862058013529,credit card,0,no,8
23692,2019-05-29,2022-08-20,33,9646,Influencer endorsements,1,2,W86,opened mail,3.7545217247348557,google pay,0,no,22
20910,2019-09-16,2020-06-26,17,11671,In-store promotions,1,5,S34,opened mail,4.840232979547627,cash,0,no,6
14444,2021-06-22,2023-05-07,12,5148,Traditional media outreach,0,6,A70,purchased,5.0,cash,1,no,4
12949,2019-05-27,2020-09-18,15,7951,In-store promotions,0,1,B66,opened mail,5.0,cash,0,no,4
19473,2019-10-12,2020-01-07,25,10800,Influencer endorsements,0,5,V25,ignored,2.216682201145993,debit card,0,yes,25
49423,2021-11-17,2022-07-14,8,11043,Email campaigns,1,4,E37,ignored,5.0,debit card,0,no,6
42365,2021-05-24,2021-12-17,5,6223,Word of mouth,1,0,V60,ignored,5.0,credit card,0,no,4
20176,2021-01-17,2023-03-27,22,11252,Online advertisements,0,5,M60,ignored,5.0,credit card,0,no,15
9764,2022-02-14,2023-02-01,28,12177,Social media promotions,1,4,Q17,ignored,5.0,debit card,0,no,10
48636,2019-06-08,2023-03-27,20,8632,Influencer endorsements,0,5,O45,ignored,4.2804775516424485,debit card,0,no,7
37215,2022-05-17,2023-08-24,25,10919,Influencer endorsements,1,2,T47,ignored,2.429288950300952,debit card,0,yes,10
35315,2021-03-08,2022-01-31,17,6177,Influencer endorsements,1,2,Z85,opened mail,5.0,google pay,0,no,10
17761,2021-05-15,2022-01-09,13,5622,Online advertisements,1,2,F10,ignored,4.964225955876751,credit card,0,no,9
23481,2021-07-06,2022-08-15,18,12030,Influencer endorsements,0,2,M21,ignored,1.1075884445998745,debit card,0,yes,15
15814,2019-02-06,2022-08-06,6,6177,Word of mouth,1,1,H28,ignored,4.985577434489219,credit card,0,no,2
11491,2019-03-05,2019-06-29,13,11890,Social media promotions,1,2,Q24,ignored,4.841893286000673,debit card,0,no,8
17868,2019-11-11,2022-03-07,13,9259,Influencer endorsements,0,6,C80,opened mail,5.0,google pay,0,no,2
45723,2020-07-15,2021-08-15,22,12518,Influencer endorsements,1,2,F34,ignored,4.73981633438821,apple pay,0,no,8
10872,2022-07-18,2023-02-01,15,7389,Traditional media outreach,0,6,R24,purchased,4.671515243696386,eft,<2,no,9
5226,2021-05-15,2022-07-29,20,5725,Online advertisements,0,1,D36,ignored,4.213286917948931,credit card,0,no,20
12732,2019-03-27,2020-02-06,29,9527,Social media promotions,0,2,E91,ignored,4.339070086118946,debit card,0,no,15
39952,2020-06-12,2022-09-30,27,7122,Online advertisements,0,4,A57,ignored,5.0,debit card,0,no,21
45995,2021-04-09,2021-12-18,10,9056,Social media promotions,0,4,G84,ignored,2.637844179887727,debit card,0,yes,5
47010,2021-04-26,2023-07-02,29,5725,In-store promotions,1,3,D51,opened mail,5.0,cash,0,no,18
25885,2020-04-21,2021-01-21,5,8533,Influencer endorsements,0,4,Y50,ignored,5.0,apple pay,0,no,3
10128,2022-06-19,2023-03-28,19,7269,In-store promotions,0,0,M60,opened mail,5.0,cash,0,no,4
7145,2021-03-17,2021-11-16,10,5642,Online advertisements,0,0,C23,ignored,4.498264499295018,credit card,0,no,3
13057,2019-06-23,2023-04-01,23,6231,In-store promotions,0,0,U90,opened mail,4.43435151984597,cash,0,no,22
16515,2019-09-30,2022-10-03,24,5969,Word of mouth,1,1,L60,ignored,5.0,credit card,0,no,14
23097,2020-08-05,2020-10-01,8,11646,In-store promotions,0,4,T04,opened mail,5.0,cash,0,no,8
47236,2019-07-03,2020-02-13,27,6318,Online advertisements,1,6,E15,ignored,4.632829313054612,debit card,0,no,13
24387,2020-11-03,2022-07-28,23,10816,Online advertisements,0,0,J05,ignored,4.72262087498854,debit card,0,no,10
18579,2021-10-19,2021-12-18,30,7632,Email campaigns,1,3,W64,ignored,4.597483133730776,debit card,0,no,30
49586,2022-08-05,2022-10-23,4,8158,Traditional media outreach,0,1,E08,purchased,5.0,cash,0,no,4
7949,2022-11-13,2023-04-29,27,10397,Word of mouth,0,3,I97,ignored,4.5783498284481805,credit card,0,no,13
6174,2019-05-30,2021-11-03,28,6755,Online advertisements,1,4,T79,ignored,5.0,debit card,0,no,21
17622,2019-03-23,2021-07-04,20,6224,In-store promotions,0,2,C18,opened mail,5.0,cash,0,no,11
21421,2019-05-13,2020-09-28,22,11680,Social media promotions,1,3,Z40,ignored,5.0,debit card,0,no,11
30309,2021-04-03,2023-02-25,26,8460,Online advertisements,0,2,G20,ignored,5.0,credit card,0,no,25
26051,2021-12-06,2023-04-30,31,9724,Social media promotions,1,1,Z87,ignored,4.105115678298933,debit card,0,no,15
36082,2021-11-20,2023-07-13,11,4804,Social media promotions,0,3,H79,ignored,5.0,debit card,0,no,2
12324,2020-03-14,2023-06-04,27,6121,Event sponsorships,0,3,E16,opened mail,5.0,cash,0,no,15
32866,2022-06-25,2023-07-26,30,9716,Influencer endorsements,1,5,A32,opened mail,5.0,google pay,0,no,19
31995,2020-12-19,2022-07-18,17,8245,Email campaigns,0,1,P71,ignored,4.801138708298765,debit card,0,no,11
29823,2021-07-08,2021-07-25,2,8610,Traditional media outreach,0,1,T97,purchased,5.0,eft,1,no,2
7891,2019-11-15,2020-06-20,30,4464,Social media promotions,0,0,P38,ignored,4.256462791806235,debit card,0,no,2
28968,2022-05-10,2023-02-14,17,10782,Word of mouth,0,4,U41,ignored,4.2512313818144625,credit card,0,no,6
41153,2021-07-16,2023-04-22,15,5368,Online advertisements,0,3,Q21,ignored,5.0,credit card,0,no,9
32797,2019-03-23,2023-06-22,28,4768,Social media promotions,0,3,Q30,ignored,5.0,debit card,0,no,17
18642,2019-08-21,2019-10-19,31,6642,Word of mouth,1,6,X40,ignored,5.0,credit card,0,no,31
28170,2021-05-27,2021-09-07,28,9402,Traditional media outreach,1,1,M87,purchased,4.379248890641082,cash,0,no,10
15504,2019-02-22,2019-06-04,6,7483,Influencer endorsements,1,1,A91,opened mail,5.0,google pay,0,no,2
42110,2021-04-23,2022-07-24,29,12473,Online advertisements,0,4,Y83,ignored,4.116754036011638,credit card,0,no,9
15092,2021-10-08,2022-11-06,24,5869,Influencer endorsements,1,1,O10,ignored,5.0,debit card,0,no,12
5985,2019-03-29,2023-07-21,22,9125,Influencer endorsements,0,2,C51,ignored,4.408487753181435,apple pay,0,no,15
17642,2021-08-24,2021-11-18,16,8659,Traditional media outreach,0,2,Y59,purchased,5.0,cash,0,no,16
14531,2020-05-15,2022-10-20,25,8022,In-store promotions,0,5,C85,opened mail,5.0,cash,0,no,23
38634,2021-03-28,2021-09-13,5,5223,Email campaigns,0,2,K72,ignored,4.0284412125791125,debit card,0,no,4
41721,2019-10-02,2020-08-16,14,7831,Influencer endorsements,1,2,P54,opened mail,4.876954288982957,afterpay,0,no,8
12298,2019-03-14,2023-05-07,24,10928,Influencer endorsements,0,4,M48,ignored,5.0,debit card,0,no,9
32786,2019-08-30,2020-05-31,26,8551,Influencer endorsements,1,3,Z61,ignored,5.0,debit card,0,no,8
16275,2020-09-13,2021-11-12,26,8613,Word of mouth,0,2,M99,ignored,5.0,credit card,0,no,17
42571,2019-08-09,2022-04-19,9,11820,Word of mouth,1,5,N24,ignored,5.0,credit card,0,no,5
28607,2020-11-20,2021-07-08,16,5179,Email campaigns,1,1,A74,ignored,4.700854477809165,debit card,0,no,3
30286,2019-08-14,2019-10-23,13,7292,Online advertisements,1,2,R99,ignored,4.908011627464215,credit card,0,no,13
47811,2021-09-13,2022-06-10,30,9934,Word of mouth,1,5,C02,ignored,4.091751887825846,credit card,0,no,7
5940,2020-12-29,2022-11-22,12,7706,Influencer endorsements,1,4,W14,ignored,3.330948394735727,apple pay,0,no,7
9772,2020-06-08,2022-05-13,26,7302,Word of mouth,1,6,B47,ignored,5.0,credit card,0,no,3
25442,2020-04-09,2020-05-02,20,8118,Influencer endorsements,0,6,T97,ignored,2.958350563001393,debit card,0,yes,20
12800,2019-09-30,2023-05-31,23,4421,Email campaigns,1,6,Y26,ignored,5.0,debit card,0,no,17
23299,2019-12-04,2023-05-10,23,5900,Traditional media outreach,0,1,S11,purchased,5.0,cash,1,no,3
19005,2019-05-25,2019-11-28,7,8041,Social media promotions,1,5,I25,ignored,5.0,debit card,0,no,5
22208,2019-04-20,2020-03-10,19,9612,Word of mouth,0,2,N29,ignored,5.0,credit card,0,no,18
34490,2020-02-06,2022-10-22,12,4591,Influencer endorsements,1,3,B12,ignored,4.946043644280426,debit card,0,no,11
47983,2019-10-18,2021-10-29,29,11574,In-store promotions,1,1,Z42,opened mail,5.0,cash,0,no,4
16901,2020-11-06,2021-04-21,27,9514,Traditional media outreach,0,1,E70,purchased,3.194816033262685,eft,<2,no,10
39234,2021-05-19,2023-03-12,8,9062,Social media promotions,1,6,B17,ignored,1.9338925157776012,debit card,0,yes,7
5578,2020-11-26,2021-05-10,28,8726,Online advertisements,1,3,M91,ignored,5.0,debit card,0,no,12
10549,2019-11-13,2022-02-18,18,8735,Event sponsorships,1,6,A90,opened mail,2.729571096857075,cash,0,yes,9
18561,2019-03-27,2020-09-16,31,9894,Online advertisements,0,1,F20,ignored,5.0,credit card,0,no,13
40382,2019-04-16,2022-03-17,28,7111,Influencer endorsements,1,2,A52,ignored,5.0,debit card,0,no,12
40146,2020-05-23,2022-08-13,22,11995,Social media promotions,0,6,H74,ignored,5.0,debit card,0,no,6
33192,2019-09-22,2021-01-06,29,10673,Word of mouth,1,6,G10,ignored,4.14993068954001,credit card,0,no,2
47962,2020-08-31,2021-11-27,26,10684,Online advertisements,1,6,N57,ignored,5.0,debit card,0,no,8
26758,2021-10-30,2021-12-02,17,8394,Online advertisements,0,1,Z11,ignored,2.477113031677429,credit card,0,yes,17
17639,2021-07-14,2023-02-10,16,6078,Influencer endorsements,1,2,U09,ignored,5.0,apple pay,0,no,13
22975,2019-02-15,2023-08-06,33,5143,Traditional media outreach,1,3,W37,purchased,3.975710566283908,cash,0,no,23
44568,2019-06-24,2023-08-27,31,4862,Online advertisements,0,0,Q81,ignored,5.0,credit card,0,no,3
8945,2019-02-13,2023-06-01,34,5968,In-store promotions,1,3,M97,opened mail,4.25820439283705,cash,0,no,3
48364,2019-02-20,2021-03-04,23,6136,Word of mouth,0,2,P57,ignored,2.2224429557941026,credit card,0,yes,21
22372,2021-04-06,2022-01-25,26,12303,Email campaigns,0,4,S76,ignored,4.158815896173568,debit card,0,no,8
8281,2019-10-14,2023-05-27,4,11402,Word of mouth,0,6,K57,ignored,3.9991370762165097,credit card,0,no,3
6599,2020-01-21,2020-05-13,10,5756,Event sponsorships,1,3,H99,opened mail,5.0,cash,0,no,9
37753,2020-02-14,2020-10-15,5,5414,Influencer endorsements,0,4,Y85,opened mail,4.405513497224281,google pay,0,no,5
45980,2021-10-11,2023-06-29,21,5454,Influencer endorsements,0,4,M22,ignored,4.871355916178089,paypal,0,no,15
38991,2020-05-15,2020-07-07,22,6164,In-store promotions,1,2,B98,opened mail,5.0,cash,0,no,22
42172,2019-05-04,2020-01-09,30,10409,Influencer endorsements,0,2,Z56,ignored,4.368694411745272,debit card,0,no,2
34736,2021-01-23,2023-08-04,25,8858,Traditional media outreach,1,6,G10,purchased,4.898328435923853,cash,1,no,10
23004,2019-12-30,2021-04-17,17,5067,Influencer endorsements,1,0,V90,ignored,5.0,apple pay,0,no,12
42627,2021-04-09,2021-05-09,10,7770,Event sponsorships,1,5,C83,opened mail,4.227900507541699,cash,0,no,10
31276,2020-10-25,2022-08-25,29,10376,Email campaigns,1,1,R53,ignored,2.6437389945999206,debit card,0,yes,24
36586,2019-07-27,2022-05-17,28,5794,Word of mouth,0,3,G57,ignored,4.922398498292401,credit card,0,no,13
28298,2019-04-20,2020-04-25,11,8470,Email campaigns,0,2,Z39,ignored,4.496460878450413,debit card,0,no,1
18034,2023-07-07,2023-07-29,22,11382,Word of mouth,0,3,E28,ignored,5.0,credit card,0,no,22
